Training Dataset,Number of Bottlenecks,Number of Dense Layers,Number of Last Layer Parameters,Number of Highest Internal Layer Parameters,Number of Lowest Internal Layer Parameters,Number of Output Features,Number of Convolutional Layers,Origin,Number of Residual Blocks,Number of First Layer Parameters,Number of Pooling Layers,Number of Parameters,Number of Layers,Model,Number of Recurrent Layers,Number of Attention Layers,Crop Percentage,Architecture Family,Number of Normalization Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Year Made,Training Type,Primary Application,Key Distinguishing Feature,Most Common Pooling Type,Most Common Activation Function
ImageNet-1K,6.0,1.0,897000.0,13326105.0,13326105.0,1000,64.0,timm,0.0,1624.0,0.0,14251833,332,mobilevitv2_175_in22ft1k,0.0,18.0,0.888,mobilevitv2,25.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid",ReLU
ImageNet-1K,6.0,1.0,1025000.0,17391497.0,17391497.0,1000,64.0,timm,0.0,1856.0,0.0,18449329,332,mobilevitv2_200,0.0,18.0,0.888,mobilevitv2,25.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid",ReLU
ImageNet-1K,6.0,1.0,1025000.0,17391497.0,17391497.0,1000,64.0,timm,0.0,1856.0,0.0,18449329,332,mobilevitv2_200_384_in22ft1k,0.0,18.0,1.0,mobilevitv2,25.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid",ReLU
ImageNet-1K,6.0,1.0,1025000.0,17391497.0,17391497.0,1000,64.0,timm,0.0,1856.0,0.0,18449329,332,mobilevitv2_200_in22ft1k,0.0,18.0,0.888,mobilevitv2,25.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid",ReLU
ImageNet-1K,0.0,100.0,769000.0,50515200.0,1536.0,1000,73.0,timm,0.0,14208.0,3.0,51472744,502,mvitv2_base,0.0,24.0,0.9,mvitv2,121.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token,GeLU
ImageNet-1K,0.0,196.0,1153000.0,216583344.0,2304.0,1000,145.0,timm,0.0,21312.0,3.0,217992952,982,mvitv2_large,0.0,48.0,0.9,mvitv2,241.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token,GeLU
ImageNet-1K,0.0,68.0,769000.0,33972960.0,1536.0,1000,49.0,timm,0.0,14208.0,3.0,34870216,342,mvitv2_small,0.0,16.0,0.9,mvitv2,81.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token,GeLU
ImageNet-1K,0.0,44.0,769000.0,23307168.0,1536.0,1000,31.0,timm,0.0,14208.0,3.0,24173320,222,mvitv2_tiny,0.0,10.0,0.9,mvitv2,51.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token,GeLU
ImageNet-1K,0.0,1.0,4033000.0,10054464.0,49230.0,1000,488.0,timm,0.0,2784.0,78.0,88753150,1505,nasnetalarge,0.0,0.0,0.911,nasnet,264.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,961000.0,8945024.0,316800.0,1000,106.0,timm,0.0,1160.0,4.0,10223984,308,nf_regnet_b1,0.0,0.0,0.9,regnet,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,0.0,1.0,2049000.0,23498496.0,23498496.0,1000,53.0,timm,0.0,9536.0,4.0,25557032,157,nf_resnet50,0.0,0.0,0.94,resnet,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,2305000.0,29128256.0,3543552.0,1000,81.0,timm,0.0,97680.0,3.0,35074488,226,nfnet_l0,0.0,0.0,1.0,nfnet,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average,GeLU
ImageNet-1K,0.0,55.0,1025000.0,72340736.0,2048.0,1000,3.0,timm,0.0,150784.0,0.0,73764840,256,pit_b_224,0.0,17.0,0.9,pit,27.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token,GeLU
ImageNet-1K,0.0,56.0,1025000.0,72340736.0,2048.0,1000,3.0,timm,0.0,150784.0,0.0,74790096,257,pit_b_distilled_224,0.0,17.0,0.9,pit,27.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token,GeLU
ImageNet-1K,0.0,51.0,577000.0,22667904.0,1152.0,1000,3.0,timm,0.0,110736.0,0.0,23461912,238,pit_s_224,0.0,16.0,0.9,pit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token,GeLU
ImageNet-1K,0.0,52.0,577000.0,22667904.0,1152.0,1000,3.0,timm,0.0,110736.0,0.0,24039056,239,pit_s_distilled_224,0.0,16.0,0.9,pit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token,GeLU
ImageNet-1K,0.0,51.0,257000.0,4493824.0,512.0,1000,3.0,timm,0.0,49216.0,0.0,4847272,238,pit_ti_224,0.0,16.0,0.9,pit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token,GeLU
ImageNet-1K,0.0,52.0,257000.0,4493824.0,512.0,1000,3.0,timm,0.0,49216.0,0.0,5104336,239,pit_ti_distilled_224,0.0,16.0,0.9,pit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token,GeLU
ImageNet-1K,0.0,51.0,385000.0,10089216.0,768.0,1000,3.0,timm,0.0,73824.0,0.0,10618888,238,pit_xs_224,0.0,16.0,0.9,pit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token,GeLU
ImageNet-1K,0.0,52.0,385000.0,10089216.0,768.0,1000,3.0,timm,0.0,73824.0,0.0,11003984,239,pit_xs_distilled_224,0.0,16.0,0.9,pit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token,GeLU
ImageNet-1K,0.0,1.0,4321000.0,16664832.0,69468.0,1000,373.0,timm,0.0,2784.0,50.0,86057668,1142,pnasnet5large,0.0,0.0,0.911,nasnet,201.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,769000.0,55361280.0,1536.0,1000,76.0,timm,0.0,14208.0,36.0,56172520,488,poolformer_m36,0.0,0.0,0.95,poolformer,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average,GeLU
ImageNet-1K,0.0,1.0,769000.0,72653376.0,1536.0,1000,100.0,timm,0.0,14208.0,48.0,73473448,644,poolformer_m48,0.0,0.0,0.95,poolformer,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average,GeLU
ImageNet-1K,0.0,1.0,513000.0,11385024.0,1024.0,1000,28.0,timm,0.0,9472.0,12.0,11915176,176,poolformer_s12,0.0,0.0,0.9,poolformer,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average,GeLU
ImageNet-1K,0.0,1.0,513000.0,20852160.0,1024.0,1000,52.0,timm,0.0,9472.0,24.0,21388968,332,poolformer_s24,0.0,0.0,0.9,poolformer,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average,GeLU
ImageNet-1K,0.0,1.0,513000.0,30319296.0,1024.0,1000,76.0,timm,0.0,9472.0,36.0,30862760,488,poolformer_s36,0.0,0.0,0.9,poolformer,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average,GeLU
ImageNet-1K,0.0,41.0,257000.0,3404960.0,3404960.0,1000,18.0,timm,0.0,4800.0,0.0,3666760,175,pvt_v2_b0,0.0,13.0,0.9,pvt_v2,30.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average,GeLU
ImageNet-1K,0.0,41.0,513000.0,13486400.0,13486400.0,1000,18.0,timm,0.0,9600.0,0.0,14009000,175,pvt_v2_b1,0.0,13.0,0.9,pvt_v2,30.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average,GeLU
ImageNet-1K,0.0,81.0,513000.0,24840256.0,24840256.0,1000,33.0,timm,0.0,9600.0,0.0,25362856,325,pvt_v2_b2,0.0,21.0,0.9,pvt_v2,53.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average,GeLU
ImageNet-1K,0.0,81.0,513000.0,22030912.0,22030912.0,1000,36.0,timm,0.0,9600.0,0.0,22553512,363,pvt_v2_b2_li,0.0,21.0,0.9,pvt_v2,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average,GeLU
ImageNet-1K,0.0,141.0,513000.0,44716096.0,44716096.0,1000,57.0,timm,0.0,9600.0,0.0,45238696,553,pvt_v2_b3,0.0,33.0,0.9,pvt_v2,89.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average,GeLU
ImageNet-1K,0.0,206.0,513000.0,62033472.0,62033472.0,1000,83.0,timm,0.0,9600.0,0.0,62556072,800,pvt_v2_b4,0.0,46.0,0.9,pvt_v2,128.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average,GeLU
ImageNet-1K,22.0,1.0,1089000.0,11263408.0,215336.0,1000,115.0,timm,0.0,864.0,0.0,20640640,475,regnetv_040,0.0,0.0,1.0,regnet,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,25.0,1.0,1297000.0,16764696.0,271052.0,1000,130.0,timm,0.0,864.0,4.0,30576052,546,regnetv_064,0.0,0.0,1.0,regnet,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,13.0,1.0,369000.0,2057856.0,3840.0,1000,44.0,timm,13.0,928.0,0.0,2684792,293,regnetx_002,0.0,0.0,0.875,regnetx,44.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,22.0,1.0,385000.0,4177920.0,7680.0,1000,71.0,timm,22.0,928.0,0.0,5157512,473,regnetx_004,0.0,0.0,0.875,regnetx,71.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,16.0,1.0,529000.0,4675968.0,15744.0,1000,53.0,timm,16.0,928.0,0.0,6196040,353,regnetx_006,0.0,0.0,0.875,regnetx,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,16.0,1.0,673000.0,4935168.0,17408.0,1000,53.0,timm,16.0,928.0,0.0,7259656,353,regnetx_008,0.0,0.0,0.875,regnetx,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,18.0,1.0,913000.0,4181184.0,51264.0,1000,59.0,timm,18.0,928.0,0.0,9190136,393,regnetx_016,0.0,0.0,0.875,regnetx,59.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,25.0,1.0,1009000.0,8377344.0,116736.0,1000,80.0,timm,25.0,928.0,0.0,15296552,533,regnetx_032,0.0,0.0,0.875,regnetx,80.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,23.0,1.0,1361000.0,11558400.0,81920.0,1000,74.0,timm,23.0,928.0,0.0,22118248,493,regnetx_040,0.0,0.0,0.875,regnetx,74.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,17.0,1.0,1625000.0,16244480.0,264768.0,1000,56.0,timm,17.0,928.0,0.0,26209256,373,regnetx_064,0.0,0.0,0.875,regnetx,56.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,23.0,1.0,1921000.0,27043200.0,139520.0,1000,74.0,timm,23.0,928.0,0.0,39572648,493,regnetx_080,0.0,0.0,0.875,regnetx,74.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,19.0,1.0,2241000.0,27596800.0,616448.0,1000,62.0,timm,19.0,928.0,0.0,46106056,413,regnetx_120,0.0,0.0,0.875,regnetx,62.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,22.0,1.0,2049000.0,34406400.0,802816.0,1000,71.0,timm,22.0,928.0,0.0,54278536,473,regnetx_160,0.0,0.0,0.875,regnetx,71.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,23.0,1.0,2521000.0,73382400.0,1376256.0,1000,74.0,timm,23.0,928.0,0.0,107811560,493,regnetx_320,0.0,0.0,0.875,regnetx,74.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average,ReLU
ImageNet-1K,13.0,1.0,369000.0,2495262.0,4256.0,1000,70.0,timm,13.0,928.0,0.0,3162996,358,regnety_002,0.0,0.0,0.875,regnety,44.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,16.0,1.0,441000.0,3035722.0,9656.0,1000,85.0,timm,16.0,928.0,0.0,4344144,433,regnety_004,0.0,0.0,0.875,regnety,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,15.0,1.0,609000.0,3884424.0,13112.0,1000,80.0,timm,15.0,928.0,0.0,6055160,408,regnety_006,0.0,0.0,0.875,regnety,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,14.0,1.0,769000.0,2901776.0,18504.0,1000,75.0,timm,14.0,928.0,0.0,6263168,383,regnety_008,0.0,0.0,0.875,regnety,47.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,27.0,1.0,889000.0,5970414.0,32756.0,1000,140.0,timm,27.0,928.0,0.0,11202430,708,regnety_016,0.0,0.0,0.875,regnety,86.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,21.0,1.0,1513000.0,12222774.0,55178.0,1000,110.0,timm,21.0,928.0,0.0,19436338,558,regnety_032,0.0,0.0,1.0,regnety,68.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,22.0,1.0,1089000.0,11263408.0,215336.0,1000,115.0,timm,22.0,928.0,0.0,20646656,583,regnety_040,0.0,0.0,1.0,regnety,71.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,25.0,1.0,1297000.0,16764696.0,271052.0,1000,130.0,timm,25.0,928.0,0.0,30583252,658,regnety_064,0.0,0.0,1.0,regnety,80.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,17.0,1.0,2017000.0,24396624.0,281954.0,1000,90.0,timm,17.0,928.0,0.0,39180068,458,regnety_080,0.0,0.0,1.0,regnety,56.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,19.0,1.0,2241000.0,31823792.0,645632.0,1000,100.0,timm,19.0,928.0,0.0,51822544,508,regnety_120,0.0,0.0,0.875,regnety,62.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,18.0,1.0,3025000.0,54520424.0,645632.0,1000,95.0,timm,18.0,928.0,0.0,83590140,483,regnety_160,0.0,0.0,1.0,regnety,59.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,20.0,1.0,3713000.0,92544162.0,1176306.0,1000,105.0,timm,20.0,928.0,0.0,145046770,533,regnety_320,0.0,0.0,0.875,regnety,65.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average,NA
ImageNet-1K,28.0,1.0,529000.0,16740432.0,69524.0,1000,141.0,timm,28.0,928.0,0.0,27116800,713,regnetz_040,0.0,0.0,1.0,regnetz,85.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average,NA
ImageNet-1K,28.0,1.0,1537000.0,16740432.0,69524.0,1000,142.0,timm,28.0,928.0,0.0,28938880,717,regnetz_040h,0.0,0.0,1.0,regnetz,86.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average,NA
ImageNet-1K,22.0,1.0,1537000.0,7685456.0,442368.0,1000,112.0,timm,0.0,928.0,0.0,9715480,612,regnetz_b16,0.0,0.0,0.94,regnetz,68.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average,NA
ImageNet-1K,22.0,1.0,1537000.0,11416672.0,442368.0,1000,112.0,timm,0.0,928.0,0.0,13459880,612,regnetz_c16,0.0,0.0,0.94,regnetz,68.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average,NA
ImageNet-1K,22.0,1.0,1537000.0,11502880.0,446976.0,1000,112.0,timm,0.0,960.0,0.0,13487816,476,regnetz_c16_evos,0.0,0.0,0.95,regnetz,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average,NA
ImageNet-1K,24.0,1.0,1793000.0,20774656.0,688128.0,1000,124.0,timm,0.0,26232.0,0.0,23373792,678,regnetz_d8,0.0,0.0,1.0,regnetz,76.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average,NA
ImageNet-1K,24.0,1.0,1793000.0,20901760.0,693504.0,1000,124.0,timm,0.0,76032.0,0.0,23464296,526,regnetz_d8_evos,0.0,0.0,0.95,regnetz,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average,NA
ImageNet-1K,24.0,1.0,1793000.0,24977152.0,688128.0,1000,124.0,timm,0.0,26232.0,0.0,27576288,678,regnetz_d32,0.0,0.0,0.95,regnetz,76.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average,NA
ImageNet-1K,30.0,1.0,2049000.0,54406368.0,1048576.0,1000,154.0,timm,0.0,26232.0,0.0,57698176,839,regnetz_e8,0.0,0.0,1.0,regnetz,94.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average,NA
ImageNet-1K,0.0,1.0,1409000.0,26757120.0,26757120.0,1000,44.0,timm,0.0,2176.0,0.0,28210600,372,repvgg_a2,0.0,0.0,0.875,vgg,61.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max,ReLU
ImageNet-1K,0.0,1.0,1281000.0,14499840.0,14499840.0,1000,56.0,timm,0.0,2176.0,0.0,15817960,474,repvgg_b0,0.0,0.0,0.875,vgg,79.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max,ReLU
ImageNet-1K,0.0,1.0,2049000.0,55296000.0,55296000.0,1000,56.0,timm,0.0,2176.0,0.0,57415016,474,repvgg_b1,0.0,0.0,0.875,vgg,79.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max,ReLU
ImageNet-1K,0.0,1.0,2049000.0,37847040.0,37847040.0,1000,56.0,timm,0.0,2176.0,0.0,39966056,474,repvgg_b1g4,0.0,0.0,0.875,vgg,79.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max,ReLU
ImageNet-1K,0.0,1.0,2561000.0,86374400.0,86374400.0,1000,56.0,timm,0.0,2176.0,0.0,89022376,474,repvgg_b2,0.0,0.0,0.875,vgg,79.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max,ReLU
ImageNet-1K,0.0,1.0,2561000.0,59110400.0,59110400.0,1000,56.0,timm,0.0,2176.0,0.0,61758376,474,repvgg_b2g4,0.0,0.0,0.875,vgg,79.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max,ReLU
ImageNet-1K,0.0,1.0,2561000.0,120422400.0,120422400.0,1000,56.0,timm,0.0,2176.0,0.0,123085288,474,repvgg_b3,0.0,0.0,0.875,vgg,79.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max,ReLU
ImageNet-1K,0.0,1.0,2561000.0,81162240.0,81162240.0,1000,56.0,timm,0.0,2176.0,0.0,83825128,474,repvgg_b3g4,0.0,0.0,0.875,vgg,79.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max,ReLU
ImageNet-1K,0.0,1.0,2049000.0,14586976.0,128.0,1000,149.0,timm,0.0,9408.0,5.0,25059816,381,res2net50_14w_8s,0.0,0.0,0.875,res2net,149.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average,ReLU
ImageNet-1K,0.0,1.0,2049000.0,14998304.0,128.0,1000,85.0,timm,0.0,9408.0,5.0,25699120,253,res2net50_26w_4s,0.0,0.0,0.875,res2net,85.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average,ReLU
ImageNet-1K,0.0,1.0,2049000.0,22025376.0,128.0,1000,117.0,timm,0.0,9408.0,5.0,37051448,317,res2net50_26w_6s,0.0,0.0,0.875,res2net,117.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average,ReLU
ImageNet-1K,0.0,1.0,2049000.0,29052448.0,128.0,1000,149.0,timm,0.0,9408.0,5.0,48403776,381,res2net50_26w_8s,0.0,0.0,0.875,res2net,149.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average,ReLU
ImageNet-1K,0.0,1.0,2049000.0,14752512.0,128.0,1000,53.0,timm,0.0,9408.0,5.0,25287304,189,res2net50_48w_2s,0.0,0.0,0.875,res2net,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average,ReLU
