Training Dataset,Number of Bottlenecks,Number of Dense Layers,Number of Last Layer Parameters,Number of Highest Internal Layer Parameters,Number of Lowest Internal Layer Parameters,Number of Output Features,Number of Convolutional Layers,Origin,Number of Residual Blocks,Number of First Layer Parameters,Number of Pooling Layers,Number of Parameters,Number of Layers,Model,Number of Recurrent Layers,Number of Attention Layers,Crop Percentage,Architecture Family,Number of Normalization Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Year Made,Training Type,Primary Application,Key Distinguishing Feature,Most Common Pooling Type,Most Common Activation Function
ImageNet-1K,0.0,1.0,2049000.0,26705936.0,128.0,1000,170.0,timm,0.0,9408.0,5.0,45206688,491,res2net101_26w_4s,0.0,0.0,0.875,res2net,170.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average,ReLU
ImageNet-1K,0.0,1.0,2049000.0,14322176.0,128.0,1000,85.0,timm,0.0,9408.0,5.0,24671464,253,res2next50,0.0,0.0,0.875,res2next,85.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Enhanced Grouped Convolutions,Average,ReLU
ImageNet-1K,0.0,37.0,385000.0,14660592.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,15350872,139,resmlp_12_224,0.0,0.0,0.875,resmlp,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average,GeLU
ImageNet-1K,0.0,37.0,385000.0,14660592.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,15350872,139,resmlp_12_224_dino,0.0,0.0,0.875,resmlp,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average,GeLU
ImageNet-1K,0.0,37.0,385000.0,14660592.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,15350872,139,resmlp_12_distilled_224,0.0,0.0,0.875,resmlp,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average,GeLU
ImageNet-1K,0.0,73.0,385000.0,29321184.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,30020680,271,resmlp_24_224,0.0,0.0,0.875,resmlp,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average,GeLU
ImageNet-1K,0.0,73.0,385000.0,29321184.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,30020680,271,resmlp_24_224_dino,0.0,0.0,0.875,resmlp,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average,GeLU
ImageNet-1K,0.0,73.0,385000.0,29321184.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,30020680,271,resmlp_24_distilled_224,0.0,0.0,0.875,resmlp,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average,GeLU
ImageNet-1K,0.0,109.0,385000.0,43981776.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,44690488,403,resmlp_36_224,0.0,0.0,0.875,resmlp,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average,GeLU
ImageNet-1K,0.0,109.0,385000.0,43981776.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,44690488,403,resmlp_36_distilled_224,0.0,0.0,0.875,resmlp,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average,GeLU
ImageNet-1K,0.0,73.0,769000.0,128182656.0,1536.0,1000,1.0,timm,0.0,148224.0,0.0,129138280,271,resmlp_big_24_224,0.0,0.0,0.875,resmlp,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average,GeLU
ImageNet-1K,0.0,73.0,769000.0,128182656.0,1536.0,1000,1.0,timm,0.0,148224.0,0.0,129138280,271,resmlp_big_24_224_in22ft1k,0.0,0.0,0.875,resmlp,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average,GeLU
ImageNet-1K,0.0,73.0,769000.0,128182656.0,1536.0,1000,1.0,timm,0.0,148224.0,0.0,129138280,271,resmlp_big_24_distilled_224,0.0,0.0,0.875,resmlp,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average,GeLU
ImageNet-1K,4.0,1.0,2049000.0,6435584.0,128.0,1000,27.0,timm,0.0,28640.0,7.0,10611688,119,resnest14d,0.0,0.0,0.875,resnest,23.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average,ReLU
ImageNet-1K,8.0,1.0,2049000.0,11294208.0,128.0,1000,47.0,timm,0.0,28640.0,7.0,17069448,199,resnest26d,0.0,0.0,0.875,resnest,39.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average,ReLU
ImageNet-1K,16.0,1.0,2049000.0,16152832.0,128.0,1000,87.0,timm,0.0,28640.0,7.0,27483240,359,resnest50d,0.0,0.0,0.875,resnest,71.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average,ReLU
ImageNet-1K,16.0,1.0,2049000.0,14980032.0,128.0,1000,87.0,timm,0.0,28640.0,7.0,25677000,359,resnest50d_1s4x24d,0.0,0.0,0.875,resnest,71.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average,ReLU
ImageNet-1K,16.0,1.0,2049000.0,17956736.0,128.0,1000,87.0,timm,0.0,28640.0,7.0,30417592,359,resnest50d_4s2x40d,0.0,0.0,0.875,resnest,71.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average,ReLU
ImageNet-1K,33.0,1.0,2049000.0,28383872.0,256.0,1000,172.0,timm,0.0,112576.0,7.0,48275016,699,resnest101e,0.0,0.0,0.875,resnest,139.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average,ReLU
ImageNet-1K,66.0,1.0,2049000.0,44203520.0,256.0,1000,337.0,timm,0.0,112576.0,7.0,70201544,1359,resnest200e,0.0,0.0,0.909,resnest,271.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average,ReLU
ImageNet-1K,89.0,1.0,2049000.0,58806272.0,256.0,1000,452.0,timm,0.0,112576.0,7.0,110929480,1819,resnest269e,0.0,0.0,0.928,resnest,363.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average,ReLU
ImageNet-1K,10.0,1.0,1537000.0,16363520.0,16363520.0,1000,37.0,timm,0.0,26232.0,0.0,17963616,265,resnet32ts,0.0,0.0,0.9,resnet,37.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,14964736.0,128.0,1000,53.0,timm,16.0,9408.0,1.0,25557032,217,resnet50,0.0,0.0,0.95,resnet,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,14.0,1.0,2049000.0,31453184.0,3145728.0,1000,67.0,timm,0.0,97680.0,0.0,36846968,434,resnet61q,0.0,0.0,1.0,resnet,67.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,26090496.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,44549160,421,resnet101,0.0,0.0,0.95,resnet,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,50.0,1.0,2049000.0,40613888.0,128.0,1000,155.0,timm,50.0,9408.0,1.0,60192808,625,resnet152,0.0,0.0,0.95,resnet,155.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,21263872.0,128.0,1000,88.0,timm,16.0,28640.0,3.0,35691912,327,resnetrs50,0.0,0.0,0.91,resnet,56.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,16.0,0.0,2049000.0,23507520.0,6144.0,1000,56.0,timm,0.0,28704.0,4.0,25591368,168,resnetv2_50d_evos,0.0,0.0,0.95,resnetv2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2016.0,Supervised,Image Classification,Pre-activation Residual Units,"Max, Average",ReLU
ImageNet-1K,33.0,0.0,2049000.0,42385408.0,42385408.0,1000,105.0,timm,0.0,9408.0,1.0,44541480,497,resnetv2_101x1_bitm,0.0,0.0,1.0,resnetv2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2016.0,Supervised,Image Classification,Pre-activation Residual Units,"Max, Average",ReLU
ImageNet-1K,50.0,0.0,8193000.0,927727616.0,927727616.0,1000,156.0,timm,0.0,37632.0,1.0,936533224,735,resnetv2_152x4_bitm,0.0,0.0,1.0,resnetv2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2016.0,Supervised,Image Classification,Pre-activation Residual Units,"Max, Average",ReLU
ImageNet-1K,8.0,1.0,2049000.0,8192000.0,8192000.0,1000,31.0,timm,0.0,26232.0,1.0,10297952,222,resnext26ts,0.0,0.0,0.9,resnext,31.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,14544896.0,128.0,1000,53.0,timm,16.0,9408.0,1.0,25028904,217,resnext50_32x4d,0.0,0.0,0.95,resnext,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,14544896.0,128.0,1000,55.0,timm,16.0,28640.0,4.0,25048136,228,resnext50d_32x4d,0.0,0.0,0.875,resnext,55.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,55160832.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,88791336,421,resnext101_32x8d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,51769344.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,83455272,421,resnext101_64x4d,0.0,0.0,1.0,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,1281000.0,3475005.0,3475005.0,1000,75.0,timm,0.0,928.0,0.0,4796873,363,rexnet_100,0.0,0.0,0.875,rexnet,62.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency Improvements with Channel Design,Average,NA
ImageNet-1K,16.0,1.0,1665000.0,5838933.0,5838933.0,1000,75.0,timm,0.0,1218.0,0.0,7557091,363,rexnet_130,0.0,0.0,0.875,rexnet,62.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency Improvements with Channel Design,Average,NA
ImageNet-1K,16.0,1.0,1921000.0,7746279.0,7746279.0,1000,75.0,timm,0.0,1392.0,0.0,9728593,363,rexnet_150,0.0,0.0,0.875,rexnet,62.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency Improvements with Channel Design,Average,NA
ImageNet-1K,16.0,1.0,2561000.0,13723884.0,13723884.0,1000,75.0,timm,0.0,1856.0,0.0,16366620,363,rexnet_200,0.0,0.0,0.875,rexnet,62.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency Improvements with Channel Design,Average,NA
ImageNet-1K,10.0,1.0,1281000.0,10393856.0,1966080.0,1000,50.0,timm,0.0,26232.0,1.0,13701984,299,sebotnet33ts_256,0.0,0.0,0.94,botnet,38.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Blocks in ResNet,Average,"ReLU, GeLU"
ImageNet-1K,6.0,1.0,1281000.0,10383584.0,1966080.0,1000,54.0,timm,0.0,26232.0,0.0,13691712,303,sehalonet33ts,0.0,0.0,0.94,halonet,38.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Halo Attention Mechanism,"Max, Average, Strided",NA
ImageNet-1K,0.0,1.0,1025000.0,26110336.0,5321984.0,1000,41.0,timm,0.0,928.0,0.0,32458248,178,selecsls42b,0.0,0.0,0.875,selecsls,41.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection",Long and Short Range Skip Connections,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,20553832.0,8835008.0,1000,59.0,timm,0.0,928.0,0.0,30670768,253,selecsls60,0.0,0.0,0.875,selecsls,59.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection",Long and Short Range Skip Connections,Average,ReLU
ImageNet-1K,0.0,1.0,1025000.0,22913128.0,8835008.0,1000,59.0,timm,0.0,928.0,0.0,32774064,253,selecsls60b,0.0,0.0,0.875,selecsls,59.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection",Long and Short Range Skip Connections,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,1296598.0,307200.0,1000,65.0,timm,0.0,648.0,0.0,2912278,289,semnasnet_075,0.0,0.0,0.875,nasnet,49.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1281000.0,2162086.0,409600.0,1000,65.0,timm,0.0,864.0,0.0,3887038,289,semnasnet_100,0.0,0.0,0.875,nasnet,49.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average",ReLU
ImageNet-1K,0.0,109.0,385000.0,53884032.0,768.0,1000,4.0,timm,0.0,28416.0,0.0,54298216,521,sequencer2d_l,72.0,0.0,0.875,sequencer2d,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,0.0,73.0,385000.0,37893504.0,768.0,1000,4.0,timm,0.0,28416.0,0.0,38307688,353,sequencer2d_m,48.0,0.0,0.875,sequencer2d,49.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,0.0,55.0,385000.0,27237504.0,768.0,1000,4.0,timm,0.0,28416.0,0.0,27651688,269,sequencer2d_s,36.0,0.0,0.875,sequencer2d,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,10.0,1.0,1281000.0,16466464.0,1966080.0,1000,58.0,timm,0.0,26232.0,0.0,19779200,319,seresnet33ts,0.0,0.0,0.9,seresnet,38.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average,ReLU
ImageNet-1K,16.0,1.0,2049000.0,16544128.0,128.0,1000,85.0,timm,16.0,9408.0,1.0,28088024,313,seresnet50,0.0,0.0,0.875,seresnet,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average,ReLU
ImageNet-1K,50.0,1.0,2049000.0,45371648.0,128.0,1000,257.0,timm,50.0,28640.0,4.0,66841080,936,seresnet152d,0.0,0.0,1.0,seresnet,157.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average,ReLU
ImageNet-1K,8.0,1.0,2049000.0,11100416.0,128.0,1000,47.0,timm,8.0,28640.0,4.0,16809512,180,seresnext26d_32x4d,0.0,0.0,0.875,resnext,31.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,8.0,1.0,2049000.0,11100416.0,128.0,1000,47.0,timm,8.0,26104.0,4.0,16806976,180,seresnext26t_32x4d,0.0,0.0,0.875,resnext,31.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,8.0,1.0,2049000.0,8282112.0,8282112.0,1000,47.0,timm,0.0,26232.0,1.0,10388064,262,seresnext26ts,0.0,0.0,0.9,resnext,31.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,16124288.0,128.0,1000,85.0,timm,16.0,9408.0,1.0,27559896,313,seresnext50_32x4d,0.0,0.0,0.875,resnext,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,58200512.0,128.0,1000,170.0,timm,33.0,9408.0,1.0,93569048,619,seresnext101_32x8d,0.0,0.0,1.0,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,58200512.0,128.0,1000,172.0,timm,33.0,28640.0,4.0,93588280,630,seresnext101d_32x8d,0.0,0.0,1.0,resnext,106.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,58200512.0,128.0,1000,172.0,timm,33.0,28640.0,7.0,93588280,630,seresnextaa101d_32x8d,0.0,0.0,1.0,resnext,106.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,513000.0,8586496.0,128.0,1000,44.0,timm,0.0,9408.0,1.0,11958056,230,skresnet18,0.0,0.0,0.875,resnet,36.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,513000.0,13403520.0,128.0,1000,84.0,timm,0.0,9408.0,1.0,22282376,438,skresnet34,0.0,0.0,0.875,resnet,68.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,15995264.0,128.0,1000,101.0,timm,0.0,9408.0,1.0,27479784,521,skresnext50_32x4d,0.0,0.0,0.875,skresnext,85.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Selective Kernel Units in ResNeXt,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1281000.0,2690648.0,409600.0,1000,64.0,timm,0.0,864.0,0.0,4421616,332,spnasnet_100,0.0,0.0,0.875,nasnet,64.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,513000.0,8393728.0,128.0,1000,20.0,timm,8.0,9408.0,1.0,11689512,94,ssl_resnet18,0.0,0.0,0.875,resnet,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,14964736.0,128.0,1000,53.0,timm,16.0,9408.0,1.0,25557032,217,ssl_resnet50,0.0,0.0,0.875,resnet,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,14544896.0,128.0,1000,53.0,timm,16.0,9408.0,1.0,25028904,217,ssl_resnext50_32x4d,0.0,0.0,0.875,resnext,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,26171392.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,44177704,421,ssl_resnext101_32x4d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,55160832.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,88791336,421,ssl_resnext101_32x8d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,123314176.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,194026792,421,ssl_resnext101_32x16d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,100.0,1025000.0,86671104.0,2048.0,1000,1.0,timm,0.0,6528.0,0.0,87768224,409,swin_base_patch4_window7_224,0.0,49.0,0.9,swin,53.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-21K,0.0,100.0,22387025.0,86671104.0,2048.0,21841,1.0,timm,0.0,6528.0,0.0,109130249,409,swin_base_patch4_window7_224_in22k,0.0,49.0,0.9,swin,53.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-1K,0.0,100.0,1025000.0,86671104.0,2048.0,1000,1.0,timm,0.0,6528.0,0.0,87903584,409,swin_base_patch4_window12_384,0.0,49.0,1.0,swin,53.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-21K,0.0,100.0,22387025.0,86671104.0,2048.0,21841,1.0,timm,0.0,6528.0,0.0,109265609,409,swin_base_patch4_window12_384_in22k,0.0,49.0,1.0,swin,53.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-1K,0.0,100.0,1537000.0,194887296.0,3072.0,1000,1.0,timm,0.0,9792.0,0.0,196532476,409,swin_large_patch4_window7_224,0.0,49.0,0.9,swin,53.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-21K,0.0,100.0,33569617.0,194887296.0,3072.0,21841,1.0,timm,0.0,9792.0,0.0,228565093,409,swin_large_patch4_window7_224_in22k,0.0,49.0,0.9,swin,53.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-1K,0.0,100.0,1537000.0,194887296.0,3072.0,1000,1.0,timm,0.0,9792.0,0.0,196735516,409,swin_large_patch4_window12_384,0.0,49.0,1.0,swin,53.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-21K,0.0,100.0,33569617.0,194887296.0,3072.0,21841,1.0,timm,0.0,9792.0,0.0,228768133,409,swin_large_patch4_window12_384_in22k,0.0,49.0,1.0,swin,53.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-1K,0.0,148.0,769000.0,70076736.0,1536.0,1000,1.0,timm,0.0,4896.0,0.0,71125762,601,swin_s3_base_224,0.0,73.0,0.9,swin,77.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-1K,0.0,100.0,769000.0,48783168.0,1536.0,1000,1.0,timm,0.0,4896.0,0.0,49737298,409,swin_s3_small_224,0.0,49.0,0.9,swin,53.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-1K,0.0,52.0,769000.0,27489600.0,1536.0,1000,1.0,timm,0.0,4896.0,0.0,28328674,217,swin_s3_tiny_224,0.0,25.0,0.9,swin,29.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
