Last Layer Parameters,Layers,Attention Layers,Crop Percentage,Bottlenecks,Residual Blocks,Origin,First Layer Parameters,Family,Training Dataset,Pooling Layers,Normalization Layers,Output Features,Conv Layers,Recurrent Layers,Lowest Internal Layer Parameters,MAX RF,Architecture,Highest Internal Layer Parameters,Max RF,RF25 Layer Number,Model,Parameters,RF25 Layer Name,Dense Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Recurrent Layers,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Has ReLU,Has GeLU,Other,Year Made,Learning Type,Primary Application,Key Distinguishing Feature,Pooling Type
769000.0,33.2,18.0,1.0,6.0,0.0,timm,1392.0,mobilevitv2,ImageNet-1K,0.0,25.0,1000,64.0,0.0,9801129.0,,mobilevitv2_150_384_in22ft1k,9801129.0,,,mobilevitv2_150_384_in22ft1k,10.594753,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
769000.0,33.2,18.0,0.888,6.0,0.0,timm,1392.0,mobilevitv2,ImageNet-1K,0.0,25.0,1000,64.0,0.0,9801129.0,,mobilevitv2_150_in22ft1k,9801129.0,,,mobilevitv2_150_in22ft1k,10.594753,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
897000.0,33.2,18.0,0.888,6.0,0.0,timm,1624.0,mobilevitv2,ImageNet-1K,0.0,25.0,1000,64.0,0.0,13326105.0,,mobilevitv2_175,13326105.0,,,mobilevitv2_175,14.251833,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
897000.0,33.2,18.0,1.0,6.0,0.0,timm,1624.0,mobilevitv2,ImageNet-1K,0.0,25.0,1000,64.0,0.0,13326105.0,,mobilevitv2_175_384_in22ft1k,13326105.0,,,mobilevitv2_175_384_in22ft1k,14.251833,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
897000.0,33.2,18.0,0.888,6.0,0.0,timm,1624.0,mobilevitv2,ImageNet-1K,0.0,25.0,1000,64.0,0.0,13326105.0,,mobilevitv2_175_in22ft1k,13326105.0,,,mobilevitv2_175_in22ft1k,14.251833,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
1025000.0,33.2,18.0,0.888,6.0,0.0,timm,1856.0,mobilevitv2,ImageNet-1K,0.0,25.0,1000,64.0,0.0,17391497.0,,mobilevitv2_200,17391497.0,,,mobilevitv2_200,18.449329,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
1025000.0,33.2,18.0,1.0,6.0,0.0,timm,1856.0,mobilevitv2,ImageNet-1K,0.0,25.0,1000,64.0,0.0,17391497.0,,mobilevitv2_200_384_in22ft1k,17391497.0,,,mobilevitv2_200_384_in22ft1k,18.449329,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
1025000.0,33.2,18.0,0.888,6.0,0.0,timm,1856.0,mobilevitv2,ImageNet-1K,0.0,25.0,1000,64.0,0.0,17391497.0,,mobilevitv2_200_in22ft1k,17391497.0,,,mobilevitv2_200_in22ft1k,18.449329,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
769000.0,50.2,24.0,0.9,0.0,0.0,timm,14208.0,mvitv2,ImageNet-1K,3.0,121.0,1000,73.0,0.0,1536.0,,mvitv2_base,50515200.0,,,mvitv2_base,51.472744,,100.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token
1153000.0,98.2,48.0,0.9,0.0,0.0,timm,21312.0,mvitv2,ImageNet-1K,3.0,241.0,1000,145.0,0.0,2304.0,,mvitv2_large,216583344.0,,,mvitv2_large,217.992952,,196.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token
769000.0,34.2,16.0,0.9,0.0,0.0,timm,14208.0,mvitv2,ImageNet-1K,3.0,81.0,1000,49.0,0.0,1536.0,,mvitv2_small,33972960.0,,,mvitv2_small,34.870216,,68.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token
769000.0,22.2,10.0,0.9,0.0,0.0,timm,14208.0,mvitv2,ImageNet-1K,3.0,51.0,1000,31.0,0.0,1536.0,,mvitv2_tiny,23307168.0,,,mvitv2_tiny,24.17332,,44.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token
4033000.0,150.5,0.0,0.911,0.0,0.0,timm,2784.0,nasnet,ImageNet-1K,78.0,264.0,1000,488.0,0.0,49230.0,,nasnetalarge,10054464.0,,,nasnetalarge,88.75315,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average"
961000.0,30.8,0.0,0.9,0.0,0.0,timm,1160.0,regnet,ImageNet-1K,4.0,0.0,1000,106.0,0.0,316800.0,,nf_regnet_b1,8945024.0,,,nf_regnet_b1,10.223984,,1.0,,,,,,,,,,,,,,,,,
2049000.0,15.7,0.0,0.94,0.0,0.0,timm,9536.0,resnet,ImageNet-1K,4.0,0.0,1000,53.0,0.0,23498496.0,,nf_resnet50,23498496.0,,,nf_resnet50,25.557032,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2305000.0,22.6,0.0,1.0,0.0,0.0,timm,97680.0,nfnet,ImageNet-1K,3.0,0.0,1000,81.0,0.0,3543552.0,,nfnet_l0,29128256.0,,,nfnet_l0,35.074488,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
1025000.0,25.6,17.0,0.9,0.0,0.0,timm,150784.0,pit,ImageNet-1K,0.0,27.0,1000,3.0,0.0,2048.0,,pit_b_224,72340736.0,,,pit_b_224,73.76484,,55.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
1025000.0,25.7,17.0,0.9,0.0,0.0,timm,150784.0,pit,ImageNet-1K,0.0,27.0,1000,3.0,0.0,2048.0,,pit_b_distilled_224,72340736.0,,,pit_b_distilled_224,74.790096,,56.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
577000.0,23.8,16.0,0.9,0.0,0.0,timm,110736.0,pit,ImageNet-1K,0.0,25.0,1000,3.0,0.0,1152.0,,pit_s_224,22667904.0,,,pit_s_224,23.461912,,51.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
577000.0,23.9,16.0,0.9,0.0,0.0,timm,110736.0,pit,ImageNet-1K,0.0,25.0,1000,3.0,0.0,1152.0,,pit_s_distilled_224,22667904.0,,,pit_s_distilled_224,24.039056,,52.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
257000.0,23.8,16.0,0.9,0.0,0.0,timm,49216.0,pit,ImageNet-1K,0.0,25.0,1000,3.0,0.0,512.0,,pit_ti_224,4493824.0,,,pit_ti_224,4.847272,,51.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
257000.0,23.9,16.0,0.9,0.0,0.0,timm,49216.0,pit,ImageNet-1K,0.0,25.0,1000,3.0,0.0,512.0,,pit_ti_distilled_224,4493824.0,,,pit_ti_distilled_224,5.104336,,52.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
385000.0,23.8,16.0,0.9,0.0,0.0,timm,73824.0,pit,ImageNet-1K,0.0,25.0,1000,3.0,0.0,768.0,,pit_xs_224,10089216.0,,,pit_xs_224,10.618888,,51.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
385000.0,23.9,16.0,0.9,0.0,0.0,timm,73824.0,pit,ImageNet-1K,0.0,25.0,1000,3.0,0.0,768.0,,pit_xs_distilled_224,10089216.0,,,pit_xs_distilled_224,11.003984,,52.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
4321000.0,114.2,0.0,0.911,0.0,0.0,timm,2784.0,nasnet,ImageNet-1K,50.0,201.0,1000,373.0,0.0,69468.0,,pnasnet5large,16664832.0,,,pnasnet5large,86.057668,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average"
769000.0,48.8,0.0,0.95,0.0,0.0,timm,14208.0,poolformer,ImageNet-1K,36.0,0.0,1000,76.0,0.0,1536.0,,poolformer_m36,55361280.0,,,poolformer_m36,56.17252,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average
769000.0,64.4,0.0,0.95,0.0,0.0,timm,14208.0,poolformer,ImageNet-1K,48.0,0.0,1000,100.0,0.0,1536.0,,poolformer_m48,72653376.0,,,poolformer_m48,73.473448,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average
513000.0,17.6,0.0,0.9,0.0,0.0,timm,9472.0,poolformer,ImageNet-1K,12.0,0.0,1000,28.0,0.0,1024.0,,poolformer_s12,11385024.0,,,poolformer_s12,11.915176,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average
513000.0,33.2,0.0,0.9,0.0,0.0,timm,9472.0,poolformer,ImageNet-1K,24.0,0.0,1000,52.0,0.0,1024.0,,poolformer_s24,20852160.0,,,poolformer_s24,21.388968,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average
513000.0,48.8,0.0,0.9,0.0,0.0,timm,9472.0,poolformer,ImageNet-1K,36.0,0.0,1000,76.0,0.0,1024.0,,poolformer_s36,30319296.0,,,poolformer_s36,30.86276,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average
257000.0,17.5,13.0,0.9,0.0,0.0,timm,4800.0,pvt_v2,ImageNet-1K,0.0,30.0,1000,18.0,0.0,3404960.0,,pvt_v2_b0,3404960.0,,,pvt_v2_b0,3.66676,,41.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
513000.0,17.5,13.0,0.9,0.0,0.0,timm,9600.0,pvt_v2,ImageNet-1K,0.0,30.0,1000,18.0,0.0,13486400.0,,pvt_v2_b1,13486400.0,,,pvt_v2_b1,14.009,,41.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
513000.0,32.5,21.0,0.9,0.0,0.0,timm,9600.0,pvt_v2,ImageNet-1K,0.0,53.0,1000,33.0,0.0,24840256.0,,pvt_v2_b2,24840256.0,,,pvt_v2_b2,25.362856,,81.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
513000.0,36.3,21.0,0.9,0.0,0.0,timm,9600.0,pvt_v2,ImageNet-1K,0.0,56.0,1000,36.0,0.0,22030912.0,,pvt_v2_b2_li,22030912.0,,,pvt_v2_b2_li,22.553512,,81.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
513000.0,55.3,33.0,0.9,0.0,0.0,timm,9600.0,pvt_v2,ImageNet-1K,0.0,89.0,1000,57.0,0.0,44716096.0,,pvt_v2_b3,44716096.0,,,pvt_v2_b3,45.238696,,141.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
513000.0,80.0,46.0,0.9,0.0,0.0,timm,9600.0,pvt_v2,ImageNet-1K,0.0,128.0,1000,83.0,0.0,62033472.0,,pvt_v2_b4,62033472.0,,,pvt_v2_b4,62.556072,,206.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
1089000.0,47.5,0.0,1.0,22.0,0.0,timm,864.0,regnet,ImageNet-1K,0.0,66.0,1000,115.0,0.0,215336.0,,regnetv_040,11263408.0,,,regnetv_040,20.64064,,1.0,,,,,,,,,,,,,,,,,
1297000.0,54.6,0.0,1.0,25.0,0.0,timm,864.0,regnet,ImageNet-1K,4.0,75.0,1000,130.0,0.0,271052.0,,regnetv_064,16764696.0,,,regnetv_064,30.576052,,1.0,,,,,,,,,,,,,,,,,
369000.0,29.3,0.0,0.875,13.0,13.0,timm,928.0,regnetx,ImageNet-1K,0.0,44.0,1000,44.0,0.0,3840.0,,regnetx_002,2057856.0,,,regnetx_002,2.684792,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
385000.0,47.3,0.0,0.875,22.0,22.0,timm,928.0,regnetx,ImageNet-1K,0.0,71.0,1000,71.0,0.0,7680.0,,regnetx_004,4177920.0,,,regnetx_004,5.157512,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
529000.0,35.3,0.0,0.875,16.0,16.0,timm,928.0,regnetx,ImageNet-1K,0.0,53.0,1000,53.0,0.0,15744.0,,regnetx_006,4675968.0,,,regnetx_006,6.19604,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
673000.0,35.3,0.0,0.875,16.0,16.0,timm,928.0,regnetx,ImageNet-1K,0.0,53.0,1000,53.0,0.0,17408.0,,regnetx_008,4935168.0,,,regnetx_008,7.259656,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
913000.0,39.3,0.0,0.875,18.0,18.0,timm,928.0,regnetx,ImageNet-1K,0.0,59.0,1000,59.0,0.0,51264.0,,regnetx_016,4181184.0,,,regnetx_016,9.190136,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
1009000.0,53.3,0.0,0.875,25.0,25.0,timm,928.0,regnetx,ImageNet-1K,0.0,80.0,1000,80.0,0.0,116736.0,,regnetx_032,8377344.0,,,regnetx_032,15.296552,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
1361000.0,49.3,0.0,0.875,23.0,23.0,timm,928.0,regnetx,ImageNet-1K,0.0,74.0,1000,74.0,0.0,81920.0,,regnetx_040,11558400.0,,,regnetx_040,22.118248,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
1625000.0,37.3,0.0,0.875,17.0,17.0,timm,928.0,regnetx,ImageNet-1K,0.0,56.0,1000,56.0,0.0,264768.0,,regnetx_064,16244480.0,,,regnetx_064,26.209256,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
1921000.0,49.3,0.0,0.875,23.0,23.0,timm,928.0,regnetx,ImageNet-1K,0.0,74.0,1000,74.0,0.0,139520.0,,regnetx_080,27043200.0,,,regnetx_080,39.572648,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
2241000.0,41.3,0.0,0.875,19.0,19.0,timm,928.0,regnetx,ImageNet-1K,0.0,62.0,1000,62.0,0.0,616448.0,,regnetx_120,27596800.0,,,regnetx_120,46.106056,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
2049000.0,47.3,0.0,0.875,22.0,22.0,timm,928.0,regnetx,ImageNet-1K,0.0,71.0,1000,71.0,0.0,802816.0,,regnetx_160,34406400.0,,,regnetx_160,54.278536,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
2521000.0,49.3,0.0,0.875,23.0,23.0,timm,928.0,regnetx,ImageNet-1K,0.0,74.0,1000,74.0,0.0,1376256.0,,regnetx_320,73382400.0,,,regnetx_320,107.81156,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
369000.0,35.8,0.0,0.875,13.0,13.0,timm,928.0,regnety,ImageNet-1K,0.0,44.0,1000,70.0,0.0,4256.0,,regnety_002,2495262.0,,,regnety_002,3.162996,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
441000.0,43.3,0.0,0.875,16.0,16.0,timm,928.0,regnety,ImageNet-1K,0.0,53.0,1000,85.0,0.0,9656.0,,regnety_004,3035722.0,,,regnety_004,4.344144,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
609000.0,40.8,0.0,0.875,15.0,15.0,timm,928.0,regnety,ImageNet-1K,0.0,50.0,1000,80.0,0.0,13112.0,,regnety_006,3884424.0,,,regnety_006,6.05516,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
769000.0,38.3,0.0,0.875,14.0,14.0,timm,928.0,regnety,ImageNet-1K,0.0,47.0,1000,75.0,0.0,18504.0,,regnety_008,2901776.0,,,regnety_008,6.263168,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
889000.0,70.8,0.0,0.875,27.0,27.0,timm,928.0,regnety,ImageNet-1K,0.0,86.0,1000,140.0,0.0,32756.0,,regnety_016,5970414.0,,,regnety_016,11.20243,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
1513000.0,55.8,0.0,1.0,21.0,21.0,timm,928.0,regnety,ImageNet-1K,0.0,68.0,1000,110.0,0.0,55178.0,,regnety_032,12222774.0,,,regnety_032,19.436338,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
1089000.0,58.3,0.0,1.0,22.0,22.0,timm,928.0,regnety,ImageNet-1K,0.0,71.0,1000,115.0,0.0,215336.0,,regnety_040,11263408.0,,,regnety_040,20.646656,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
1297000.0,65.8,0.0,1.0,25.0,25.0,timm,928.0,regnety,ImageNet-1K,0.0,80.0,1000,130.0,0.0,271052.0,,regnety_064,16764696.0,,,regnety_064,30.583252,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
2017000.0,45.8,0.0,1.0,17.0,17.0,timm,928.0,regnety,ImageNet-1K,0.0,56.0,1000,90.0,0.0,281954.0,,regnety_080,24396624.0,,,regnety_080,39.180068,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
2241000.0,50.8,0.0,0.875,19.0,19.0,timm,928.0,regnety,ImageNet-1K,0.0,62.0,1000,100.0,0.0,645632.0,,regnety_120,31823792.0,,,regnety_120,51.822544,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
3025000.0,48.3,0.0,1.0,18.0,18.0,timm,928.0,regnety,ImageNet-1K,0.0,59.0,1000,95.0,0.0,645632.0,,regnety_160,54520424.0,,,regnety_160,83.59014,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
3713000.0,53.3,0.0,0.875,20.0,20.0,timm,928.0,regnety,ImageNet-1K,0.0,65.0,1000,105.0,0.0,1176306.0,,regnety_320,92544162.0,,,regnety_320,145.04677,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
529000.0,71.3,0.0,1.0,28.0,28.0,timm,928.0,regnetz,ImageNet-1K,0.0,85.0,1000,141.0,0.0,69524.0,,regnetz_040,16740432.0,,,regnetz_040,27.1168,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
1537000.0,71.7,0.0,1.0,28.0,28.0,timm,928.0,regnetz,ImageNet-1K,0.0,86.0,1000,142.0,0.0,69524.0,,regnetz_040h,16740432.0,,,regnetz_040h,28.93888,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
1537000.0,61.2,0.0,0.94,22.0,0.0,timm,928.0,regnetz,ImageNet-1K,0.0,68.0,1000,112.0,0.0,442368.0,,regnetz_b16,7685456.0,,,regnetz_b16,9.71548,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
1537000.0,61.2,0.0,0.94,22.0,0.0,timm,928.0,regnetz,ImageNet-1K,0.0,68.0,1000,112.0,0.0,442368.0,,regnetz_c16,11416672.0,,,regnetz_c16,13.45988,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
1537000.0,47.6,0.0,0.95,22.0,0.0,timm,960.0,regnetz,ImageNet-1K,0.0,0.0,1000,112.0,0.0,446976.0,,regnetz_c16_evos,11502880.0,,,regnetz_c16_evos,13.487816,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
1793000.0,67.8,0.0,1.0,24.0,0.0,timm,26232.0,regnetz,ImageNet-1K,0.0,76.0,1000,124.0,0.0,688128.0,,regnetz_d8,20774656.0,,,regnetz_d8,23.373792,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
1793000.0,52.6,0.0,0.95,24.0,0.0,timm,76032.0,regnetz,ImageNet-1K,0.0,0.0,1000,124.0,0.0,693504.0,,regnetz_d8_evos,20901760.0,,,regnetz_d8_evos,23.464296,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
