Last Layer Parameters,Layers,Attention Layers,Crop Percentage,Bottlenecks,Residual Blocks,Origin,First Layer Parameters,Family,Training Dataset,Pooling Layers,Normalization Layers,Output Features,Conv Layers,Recurrent Layers,Lowest Internal Layer Parameters,MAX RF,Architecture,Highest Internal Layer Parameters,Max RF,RF25 Layer Number,Model,Parameters,RF25 Layer Name,Dense Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Recurrent Layers,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Has ReLU,Has GeLU,Other,Year Made,Learning Type,Primary Application,Key Distinguishing Feature,Pooling Type
787200.0,44.2,25.0,0.9,0.0,0.0,timm,602112.0,vit,ImageNet-1K,0.0,50.0,768,1.0,0.0,2048.0,,vit_large_patch14_224_clip_laion2b,302309376.0,,,vit_large_patch14_224_clip_laion2b,303.966976,,97.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
1025000.0,44.2,25.0,0.9,0.0,0.0,timm,787456.0,vit,ImageNet-1K,0.0,49.0,1000,1.0,0.0,2048.0,,vit_large_patch16_224,302309376.0,,,vit_large_patch16_224,304.326632,,97.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
22389075.0,44.2,25.0,0.9,0.0,0.0,timm,787456.0,vit,ImageNet-21K,0.0,49.0,21843,1.0,0.0,2048.0,,vit_large_patch16_224_in21k,302309376.0,,,vit_large_patch16_224_in21k,325.690707,,97.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
1025000.0,44.2,25.0,1.0,0.0,0.0,timm,787456.0,vit,ImageNet-1K,0.0,49.0,1000,1.0,0.0,2048.0,,vit_large_patch16_384,302309376.0,,,vit_large_patch16_384,304.715752,,97.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
22389075.0,44.2,25.0,0.9,0.0,0.0,timm,3146752.0,vit,ImageNet-21K,0.0,49.0,21843,1.0,0.0,2048.0,,vit_large_patch32_224_in21k,302309376.0,,,vit_large_patch32_224_in21k,327.899475,,97.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
1025000.0,44.2,25.0,1.0,0.0,0.0,timm,3146752.0,vit,ImageNet-1K,0.0,49.0,1000,1.0,0.0,2048.0,,vit_large_patch32_384,302309376.0,,,vit_large_patch32_384,306.63268,,97.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
1025000.0,72.4,25.0,0.9,16.0,16.0,timm,25606208.0,vit,ImageNet-1K,1.0,49.0,1000,54.0,0.0,2048.0,,vit_large_r50_s32_224,302309376.0,,,vit_large_r50_s32_224,328.994856,,97.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
22389075.0,72.4,25.0,0.9,16.0,16.0,timm,25606208.0,vit,ImageNet-21K,1.0,49.0,21843,54.0,0.0,2048.0,,vit_large_r50_s32_224_in21k,302309376.0,,,vit_large_r50_s32_224_in21k,350.358931,,97.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
1025000.0,72.4,25.0,1.0,16.0,16.0,timm,25606208.0,vit,ImageNet-1K,1.0,49.0,1000,54.0,0.0,2048.0,,vit_large_r50_s32_384,302309376.0,,,vit_large_r50_s32_384,329.092136,,97.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
769000.0,32.0,13.0,0.9,0.0,0.0,timm,590592.0,relpos,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1536.0,,vit_relpos_base_patch16_224,85068432.0,,,vit_relpos_base_patch16_224,86.42956,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average
769000.0,32.0,13.0,0.9,0.0,0.0,timm,590592.0,relpos,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1536.0,,vit_relpos_base_patch16_clsgap_224,85068432.0,,,vit_relpos_base_patch16_clsgap_224,86.430328,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average
897000.0,29.6,13.0,0.9,0.0,0.0,timm,2753408.0,relpos,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1792.0,,vit_relpos_base_patch32_plus_rpn_256,115771560.0,,,vit_relpos_base_patch32_plus_rpn_256,119.42376,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average
513000.0,32.0,13.0,0.9,0.0,0.0,timm,393728.0,relpos,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1024.0,,vit_relpos_medium_patch16_224,37839456.0,,,vit_relpos_medium_patch16_224,38.747208,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average
513000.0,32.0,13.0,0.9,0.0,0.0,timm,393728.0,relpos,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1024.0,,vit_relpos_medium_patch16_cls_224,37856352.0,,,vit_relpos_medium_patch16_cls_224,38.764616,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average
513000.0,29.6,13.0,0.9,0.0,0.0,timm,393728.0,relpos,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1024.0,,vit_relpos_medium_patch16_rpn_224,37827168.0,,,vit_relpos_medium_patch16_rpn_224,38.73492,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average
385000.0,32.0,13.0,0.9,0.0,0.0,timm,295296.0,relpos,ImageNet-1K,0.0,25.0,1000,1.0,0.0,768.0,,vit_relpos_small_patch16_224,21302856.0,,,vit_relpos_small_patch16_224,21.98392,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average
0.0,22.6,13.0,0.9,0.0,0.0,timm,74112.0,vit,ImageNet-1K,0.0,25.0,384,1.0,0.0,768.0,,vit_small_patch8_224_dino,21293568.0,,,vit_small_patch8_224_dino,21.670272,,48.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
385000.0,22.6,13.0,0.9,0.0,0.0,timm,295296.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,768.0,,vit_small_patch16_224,21293568.0,,,vit_small_patch16_224,22.050664,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
0.0,22.6,13.0,0.9,0.0,0.0,timm,295296.0,vit,ImageNet-1K,0.0,25.0,384,1.0,0.0,768.0,,vit_small_patch16_224_dino,21293568.0,,,vit_small_patch16_224_dino,21.665664,,48.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
8409555.0,22.6,13.0,0.9,0.0,0.0,timm,295296.0,vit,ImageNet-21K,0.0,25.0,21843,1.0,0.0,768.0,,vit_small_patch16_224_in21k,21293568.0,,,vit_small_patch16_224_in21k,30.075219,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
385000.0,22.6,13.0,1.0,0.0,0.0,timm,295296.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,768.0,,vit_small_patch16_384,21293568.0,,,vit_small_patch16_384,22.196584,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
385000.0,22.6,13.0,0.9,0.0,0.0,timm,1180032.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,768.0,,vit_small_patch32_224,21293568.0,,,vit_small_patch32_224,22.878952,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
8409555.0,22.6,13.0,0.9,0.0,0.0,timm,1180032.0,vit,ImageNet-21K,0.0,25.0,21843,1.0,0.0,768.0,,vit_small_patch32_224_in21k,21293568.0,,,vit_small_patch32_224_in21k,30.903507,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
385000.0,22.6,13.0,1.0,0.0,0.0,timm,1180032.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,768.0,,vit_small_patch32_384,21293568.0,,,vit_small_patch32_384,22.915432,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
385000.0,38.8,13.0,0.9,8.0,8.0,timm,14732992.0,vit,ImageNet-1K,1.0,25.0,1000,30.0,0.0,768.0,,vit_small_r26_s32_224,21293568.0,,,vit_small_r26_s32_224,36.431912,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
8409555.0,38.8,13.0,0.9,8.0,8.0,timm,14732992.0,vit,ImageNet-21K,1.0,25.0,21843,30.0,0.0,768.0,,vit_small_r26_s32_224_in21k,21293568.0,,,vit_small_r26_s32_224_in21k,44.456467,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
385000.0,38.8,13.0,1.0,8.0,8.0,timm,14732992.0,vit,ImageNet-1K,1.0,25.0,1000,30.0,0.0,768.0,,vit_small_r26_s32_384,21293568.0,,,vit_small_r26_s32_384,36.468392,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
513000.0,23.2,13.0,0.9,0.0,0.0,timm,393728.0,relpos,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1024.0,,vit_srelpos_medium_patch16_224,37822464.0,,,vit_srelpos_medium_patch16_224,38.735856,,51.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average
385000.0,23.2,13.0,0.9,0.0,0.0,timm,295296.0,relpos,ImageNet-1K,0.0,25.0,1000,1.0,0.0,768.0,,vit_srelpos_small_patch16_224,21288960.0,,,vit_srelpos_small_patch16_224,21.973486,,51.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average
193000.0,22.6,13.0,0.9,0.0,0.0,timm,147648.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,384.0,,vit_tiny_patch16_224,5338368.0,,,vit_tiny_patch16_224,5.717416,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
4215699.0,22.6,13.0,0.9,0.0,0.0,timm,147648.0,vit,ImageNet-21K,0.0,25.0,21843,1.0,0.0,384.0,,vit_tiny_patch16_224_in21k,5338368.0,,,vit_tiny_patch16_224_in21k,9.740115,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
193000.0,22.6,13.0,1.0,0.0,0.0,timm,147648.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,384.0,,vit_tiny_patch16_384,5338368.0,,,vit_tiny_patch16_384,5.790376,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
193000.0,23.1,13.0,0.9,0.0,0.0,timm,796160.0,vit,ImageNet-1K,1.0,25.0,1000,2.0,0.0,384.0,,vit_tiny_r_s16_p8_224,5338368.0,,,vit_tiny_r_s16_p8_224,6.337704,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
4215699.0,23.1,13.0,0.9,0.0,0.0,timm,796160.0,vit,ImageNet-21K,1.0,25.0,21843,2.0,0.0,384.0,,vit_tiny_r_s16_p8_224_in21k,5338368.0,,,vit_tiny_r_s16_p8_224_in21k,10.360403,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
193000.0,23.1,13.0,1.0,0.0,0.0,timm,796160.0,vit,ImageNet-1K,1.0,25.0,1000,2.0,0.0,384.0,,vit_tiny_r_s16_p8_384,5338368.0,,,vit_tiny_r_s16_p8_384,6.355944,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
385000.0,33.9,34.0,0.96,0.0,0.0,timm,280320.0,volo,ImageNet-1K,4.0,44.0,1000,5.0,0.0,768.0,,volo_d1_224,22549272.0,,,volo_d1_224,26.63204,,88.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average
385000.0,33.9,34.0,1.0,0.0,0.0,timm,280320.0,volo,ImageNet-1K,4.0,44.0,1000,5.0,0.0,768.0,,volo_d1_384,22549272.0,,,volo_d1_384,26.77796,,88.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average
513000.0,43.5,44.0,0.96,0.0,0.0,timm,345920.0,volo,ImageNet-1K,6.0,56.0,1000,5.0,0.0,1024.0,,volo_d2_224,51952432.0,,,volo_d2_224,58.678336,,114.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average
513000.0,43.5,44.0,1.0,0.0,0.0,timm,345920.0,volo,ImageNet-1K,6.0,56.0,1000,5.0,0.0,1024.0,,volo_d2_384,51952432.0,,,volo_d2_384,58.872896,,114.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average
513000.0,62.1,66.0,0.96,0.0,0.0,timm,345920.0,volo,ImageNet-1K,8.0,80.0,1000,5.0,0.0,1024.0,,volo_d3_224,79599168.0,,,volo_d3_224,86.325072,,164.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average
513000.0,62.1,66.0,1.0,0.0,0.0,timm,345920.0,volo,ImageNet-1K,8.0,80.0,1000,5.0,0.0,1024.0,,volo_d3_448,79599168.0,,,volo_d3_448,86.626128,,164.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average
769000.0,62.1,66.0,0.96,0.0,0.0,timm,477120.0,volo,ImageNet-1K,8.0,80.0,1000,5.0,0.0,1536.0,,volo_d4_224,178983264.0,,,volo_d4_224,192.96152,,164.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average
769000.0,62.1,66.0,1.15,0.0,0.0,timm,477120.0,volo,ImageNet-1K,8.0,80.0,1000,5.0,0.0,1536.0,,volo_d4_448,178983264.0,,,volo_d4_448,193.413104,,164.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average
769000.0,81.3,86.0,0.96,0.0,0.0,timm,1101312.0,volo,ImageNet-1K,12.0,104.0,1000,5.0,0.0,1536.0,,volo_d5_224,278492304.0,,,volo_d5_224,295.455584,,216.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average
769000.0,81.3,86.0,1.15,0.0,0.0,timm,1101312.0,volo,ImageNet-1K,12.0,104.0,1000,5.0,0.0,1536.0,,volo_d5_448,278492304.0,,,volo_d5_448,295.907168,,216.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average
769000.0,81.3,86.0,1.15,0.0,0.0,timm,1101312.0,volo,ImageNet-1K,12.0,104.0,1000,5.0,0.0,1536.0,,volo_d5_512,278492304.0,,,volo_d5_512,296.091488,,216.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average
2049000.0,21.7,0.0,0.875,16.0,16.0,timm,9408.0,resnet,ImageNet-1K,1.0,53.0,1000,53.0,0.0,128.0,,wide_resnet50_2,41971712.0,,,wide_resnet50_2,68.88324,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnet,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,wide_resnet101_2,78739456.0,,,wide_resnet101_2,126.886696,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,21.6,0.0,0.8975,0.0,0.0,timm,864.0,xception,ImageNet-1K,4.0,40.0,1000,74.0,0.0,64.0,,xception,3159552.0,,,xception,22.855952,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average"
2049000.0,37.5,0.0,0.903,0.0,0.0,timm,19488.0,xception,ImageNet-1K,0.0,84.0,1000,84.0,0.0,24896800.0,,xception41,24896800.0,,,xception41,26.96956,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average"
2049000.0,30.2,0.0,0.94,0.0,0.0,timm,19360.0,xception,ImageNet-1K,0.0,40.0,1000,84.0,0.0,24785952.0,,xception41p,24785952.0,,,xception41p,26.907752,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average"
2049000.0,58.3,0.0,0.94,0.0,0.0,timm,19488.0,xception,ImageNet-1K,0.0,132.0,1000,132.0,0.0,37843552.0,,xception65,37843552.0,,,xception65,39.916312,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average"
2049000.0,47.8,0.0,0.94,0.0,0.0,timm,19360.0,xception,ImageNet-1K,0.0,64.0,1000,132.0,0.0,37662816.0,,xception65p,37662816.0,,,xception65p,39.81956,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average"
2049000.0,64.5,0.0,0.903,0.0,0.0,timm,19488.0,xception,ImageNet-1K,0.0,146.0,1000,146.0,0.0,40264008.0,,xception71,40264008.0,,,xception71,42.338736,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average"
769000.0,55.9,2.0,1.0,0.0,0.0,timm,3325632.0,xcit,ImageNet-1K,0.0,104.0,1000,52.0,0.0,1536.0,,xcit_large_24_p8_224,170551296.0,,,xcit_large_24_p8_224,188.932648,,109.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
769000.0,55.9,2.0,1.0,0.0,0.0,timm,3325632.0,xcit,ImageNet-1K,0.0,104.0,1000,52.0,0.0,1536.0,,xcit_large_24_p8_224_dist,170551296.0,,,xcit_large_24_p8_224_dist,188.932648,,109.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
769000.0,55.9,2.0,1.0,0.0,0.0,timm,3325632.0,xcit,ImageNet-1K,0.0,104.0,1000,52.0,0.0,1536.0,,xcit_large_24_p8_384_dist,170551296.0,,,xcit_large_24_p8_384_dist,188.932648,,109.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
769000.0,56.3,2.0,1.0,0.0,0.0,timm,3489120.0,xcit,ImageNet-1K,0.0,105.0,1000,53.0,0.0,1536.0,,xcit_large_24_p16_224,170551296.0,,,xcit_large_24_p16_224,189.096136,,109.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
769000.0,56.3,2.0,1.0,0.0,0.0,timm,3489120.0,xcit,ImageNet-1K,0.0,105.0,1000,53.0,0.0,1536.0,,xcit_large_24_p16_224_dist,170551296.0,,,xcit_large_24_p16_224_dist,189.096136,,109.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
769000.0,56.3,2.0,1.0,0.0,0.0,timm,3489120.0,xcit,ImageNet-1K,0.0,105.0,1000,53.0,0.0,1536.0,,xcit_large_24_p16_384_dist,170551296.0,,,xcit_large_24_p16_384_dist,189.096136,,109.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
513000.0,55.9,2.0,1.0,0.0,0.0,timm,1479808.0,xcit,ImageNet-1K,0.0,104.0,1000,52.0,0.0,1024.0,,xcit_medium_24_p8_224,75952128.0,,,xcit_medium_24_p8_224,84.323624,,109.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
513000.0,55.9,2.0,1.0,0.0,0.0,timm,1479808.0,xcit,ImageNet-1K,0.0,104.0,1000,52.0,0.0,1024.0,,xcit_medium_24_p8_224_dist,75952128.0,,,xcit_medium_24_p8_224_dist,84.323624,,109.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
513000.0,55.9,2.0,1.0,0.0,0.0,timm,1479808.0,xcit,ImageNet-1K,0.0,104.0,1000,52.0,0.0,1024.0,,xcit_medium_24_p8_384_dist,75952128.0,,,xcit_medium_24_p8_384_dist,84.323624,,109.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
513000.0,56.3,2.0,1.0,0.0,0.0,timm,1551936.0,xcit,ImageNet-1K,0.0,105.0,1000,53.0,0.0,1024.0,,xcit_medium_24_p16_224,75952128.0,,,xcit_medium_24_p16_224,84.395752,,109.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
513000.0,56.3,2.0,1.0,0.0,0.0,timm,1551936.0,xcit,ImageNet-1K,0.0,105.0,1000,53.0,0.0,1024.0,,xcit_medium_24_p16_384_dist,75952128.0,,,xcit_medium_24_p16_384_dist,84.395752,,109.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
129000.0,30.7,2.0,1.0,0.0,0.0,timm,93472.0,xcit,ImageNet-1K,0.0,56.0,1000,28.0,0.0,256.0,,xcit_nano_12_p8_224,2416128.0,,,xcit_nano_12_p8_224,3.049016,,61.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token"
